mode,batch,previous,vector,file_search,windows_in,ssh_in,windows_out,ssh_out,allowed
QA,False,True,False,False,True,True,False,True,True
QA,False,True,False,False,True,True,True,False,True
QA,False,True,False,False,True,True,True,True,True
QA,False,True,False,True,False,False,False,False,True
QA,False,True,False,True,False,False,False,True,True
QA,False,True,False,True,False,False,True,False,True
QA,False,True,False,True,False,False,True,True,True
QA,False,True,False,True,False,True,False,False,True
QA,False,True,False,True,False,True,False,True,True
QA,False,True,False,True,False,True,True,False,True
QA,False,True,False,True,False,True,True,True,True
QA,False,True,False,True,True,False,False,False,True
QA,False,True,False,True,True,False,False,True,True
QA,False,True,False,True,True,False,True,False,True
QA,False,True,False,True,True,False,True,True,True
QA,False,True,False,True,True,True,False,False,True
QA,False,True,False,True,True,True,False,True,True
QA,False,True,False,True,True,True,True,False,True
QA,False,True,False,True,True,True,True,True,True
QA,False,True,True,False,False,False,False,False,False
QA,False,True,True,False,False,False,False,True,False
QA,False,True,True,False,False,False,True,False,False
QA,False,True,True,False,False,False,True,True,False
QA,False,True,True,False,False,True,False,False,False
QA,False,True,True,False,False,True,False,True,False
QA,False,True,True,False,False,True,True,False,False
QA,False,True,True,False,False,True,True,True,False
QA,False,True,True,False,True,False,False,False,False
QA,False,True,True,False,True,False,False,True,False
QA,False,True,True,False,True,False,True,False,False
QA,False,True,True,False,True,False,True,True,False
QA,False,True,True,False,True,True,False,False,False
QA,False,True,True,False,True,True,False,True,False
QA,False,True,True,False,True,True,True,False,False
QA,False,True,True,False,True,True,True,True,False
QA,False,True,True,True,False,False,False,False,True
QA,False,True,True,True,False,False,False,True,True
QA,False,True,True,True,False,False,True,False,True
QA,False,True,True,True,False,False,True,True,True
QA,False,True,True,True,False,True,False,False,True
QA,False,True,True,True,False,True,False,True,True
QA,False,True,True,True,False,True,True,False,True
QA,False,True,True,True,False,True,True,True,True
QA,False,True,True,True,True,False,False,False,True
QA,False,True,True,True,True,False,False,True,True
QA,False,True,True,True,True,False,True,False,True
QA,False,True,True,True,True,False,True,True,True
QA,False,True,True,True,True,True,False,False,True
QA,False,True,True,True,True,True,False,True,True
QA,False,True,True,True,True,True,True,False,True
QA,False,True,True,True,True,True,True,True,True
QA,True,False,False,False,False,False,False,False,False
QA,True,False,False,False,False,False,False,True,False
QA,True,False,False,False,False,False,True,False,False
QA,True,False,False,False,False,False,True,True,False
QA,True,False,False,False,False,True,False,False,False
QA,True,False,False,False,False,True,False,True,False
QA,True,False,False,False,False,True,True,False,False
QA,True,False,False,False,False,True,True,True,False
QA,True,False,False,False,True,False,False,False,False
QA,True,False,False,False,True,False,False,True,False
QA,True,False,False,False,True,False,True,False,False
QA,True,False,False,False,True,False,True,True,False
QA,True,False,False,False,True,True,False,False,False
QA,True,False,False,False,True,True,False,True,False
QA,True,False,False,False,True,True,True,False,False
QA,True,False,False,False,True,True,True,True,False
QA,True,False,False,True,False,False,False,False,False
QA,True,False,False,True,False,False,False,True,False
QA,True,False,False,True,False,False,True,False,False
QA,True,False,False,True,False,False,True,True,False
QA,True,False,False,True,False,True,False,False,False
QA,True,False,False,True,False,True,False,True,False
QA,True,False,False,True,False,True,True,False,False
QA,True,False,False,True,False,True,True,True,False
QA,True,False,False,True,True,False,False,False,False
QA,True,False,False,True,True,False,False,True,False
QA,True,False,False,True,True,False,True,False,False
QA,True,False,False,True,True,False,True,True,False
QA,True,False,False,True,True,True,False,False,False
QA,True,False,False,True,True,True,False,True,False
QA,True,False,False,True,True,True,True,False,False
QA,True,False,False,True,True,True,True,True,False
QA,True,False,True,False,False,False,False,False,False
QA,True,False,True,False,False,False,False,True,False
QA,True,False,True,False,False,False,True,False,False
QA,True,False,True,False,False,False,True,True,False
QA,True,False,True,False,False,True,False,False,False
QA,True,False,True,False,False,True,False,True,False
QA,True,False,True,False,False,True,True,False,False
QA,True,False,True,False,False,True,True,True,False
QA,True,False,True,False,True,False,False,False,False
QA,True,False,True,False,True,False,False,True,False
QA,True,False,True,False,True,False,True,False,False
QA,True,False,True,False,True,False,True,True,False
QA,True,False,True,False,True,True,False,False,False
QA,True,False,True,False,True,True,False,True,False
QA,True,False,True,False,True,True,True,False,False
QA,True,False,True,False,True,True,True,True,False
QA,True,False,True,True,False,False,False,False,False
QA,True,False,True,True,False,False,False,True,False
QA,True,False,True,True,False,False,True,False,False
QA,True,False,True,True,False,False,True,True,False
QA,True,False,True,True,False,True,False,False,False
QA,True,False,True,True,False,True,False,True,False
QA,True,False,True,True,False,True,True,False,False
QA,True,False,True,True,False,True,True,True,False
QA,True,False,True,True,True,False,False,False,False
QA,True,False,True,True,True,False,False,True,False
QA,True,False,True,True,True,False,True,False,False
QA,True,False,True,True,True,False,True,True,False
QA,True,False,True,True,True,True,False,False,False
QA,True,False,True,True,True,True,False,True,False
QA,True,False,True,True,True,True,True,False,False
QA,True,False,True,True,True,True,True,True,False
QA,True,True,False,False,False,False,False,False,False
QA,True,True,False,False,False,False,False,True,False
QA,True,True,False,False,False,False,True,False,False
QA,True,True,False,False,False,False,True,True,False
QA,True,True,False,False,False,True,False,False,False
QA,True,True,False,False,False,True,False,True,False
QA,True,True,False,False,False,True,True,False,False
QA,True,True,False,False,False,True,True,True,False
QA,True,True,False,False,True,False,False,False,False
QA,True,True,False,False,True,False,False,True,False
QA,True,True,False,False,True,False,True,False,False
QA,True,True,False,False,True,False,True,True,False
QA,True,True,False,False,True,True,False,False,False
QA,True,True,False,False,True,True,False,True,False
QA,True,True,False,False,True,True,True,False,False
QA,True,True,False,False,True,True,True,True,False
QA,True,True,False,True,False,False,False,False,False
QA,True,True,False,True,False,False,False,True,False
QA,True,True,False,True,False,False,True,False,False
QA,True,True,False,True,False,False,True,True,False
QA,True,True,False,True,False,True,False,False,False
QA,True,True,False,True,False,True,False,True,False
QA,True,True,False,True,False,True,True,False,False
QA,True,True,False,True,False,True,True,True,False
QA,True,True,False,True,True,False,False,False,False
QA,True,True,False,True,True,False,False,True,False
QA,True,True,False,True,True,False,True,False,False
QA,True,True,False,True,True,False,True,True,False
QA,True,True,False,True,True,True,False,False,False
QA,True,True,False,True,True,True,False,True,False
QA,True,True,False,True,True,True,True,False,False
QA,True,True,False,True,True,True,True,True,False
QA,True,True,True,False,False,False,False,False,False
QA,True,True,True,False,False,False,False,True,False
QA,True,True,True,False,False,False,True,False,False
QA,True,True,True,False,False,False,True,True,False
QA,True,True,True,False,False,True,False,False,False
QA,True,True,True,False,False,True,False,True,False
QA,True,True,True,False,False,True,True,False,False
QA,True,True,True,False,False,True,True,True,False
QA,True,True,True,False,True,False,False,False,False
QA,True,True,True,False,True,False,False,True,False
QA,True,True,True,False,True,False,True,False,False
QA,True,True,True,False,True,False,True,True,False
QA,True,True,True,False,True,True,False,False,False
QA,True,True,True,False,True,True,False,True,False
QA,True,True,True,False,True,True,True,False,False
QA,True,True,True,False,True,True,True,True,False
QA,True,True,True,True,False,False,False,False,False
QA,True,True,True,True,False,False,False,True,False
QA,True,True,True,True,False,False,True,False,False
QA,True,True,True,True,False,False,True,True,False
QA,True,True,True,True,False,True,False,False,False
QA,True,True,True,True,False,True,False,True,False
QA,True,True,True,True,False,True,True,False,False
QA,True,True,True,True,False,True,True,True,False
QA,True,True,True,True,True,False,False,False,False
QA,True,True,True,True,True,False,False,True,False
QA,True,True,True,True,True,False,True,False,False
QA,True,True,True,True,True,False,True,True,False
QA,True,True,True,True,True,True,False,False,False
QA,True,True,True,True,True,True,False,True,False
QA,True,True,True,True,True,True,True,False,False
QA,True,True,True,True,True,True,True,True,False
QFILE,False,False,False,False,False,False,False,False,True
QFILE,False,False,False,False,False,False,False,True,True
QFILE,False,False,False,False,False,False,True,False,True
QFILE,False,False,False,False,False,False,True,True,True
QFILE,False,False,False,False,False,True,False,False,True
QFILE,False,False,False,False,False,True,False,True,True
QFILE,False,False,False,False,False,True,True,False,True
QFILE,False,False,False,False,False,True,True,True,True
QFILE,False,False,False,False,True,False,False,False,True
QFILE,False,False,False,False,True,False,False,True,True
QFILE,False,False,False,False,True,False,True,False,True
QFILE,False,False,False,False,True,False,True,True,True
QFILE,False,False,False,False,True,True,False,False,True
QFILE,False,False,False,False,True,True,False,True,True
QFILE,False,False,False,False,True,True,True,False,True
QFILE,False,False,False,False,True,True,True,True,True
QFILE,False,False,False,True,False,False,False,False,True
QFILE,False,False,False,True,False,False,False,True,True
QFILE,False,False,False,True,False,False,True,False,True
QFILE,False,False,False,True,False,False,True,True,True
QFILE,False,False,False,True,False,True,False,False,True
QFILE,False,False,False,True,False,True,False,True,True
QFILE,False,False,False,True,False,True,True,False,True
QFILE,False,False,False,True,False,True,True,True,True
QFILE,False,False,False,True,True,False,False,False,True
QFILE,False,False,False,True,True,False,False,True,True
QFILE,False,False,False,True,True,False,True,False,True
QFILE,False,False,False,True,True,False,True,True,True
QFILE,False,False,False,True,True,True,False,False,True
QFILE,False,False,False,True,True,True,False,True,True
QFILE,False,False,False,True,True,True,True,False,True
QFILE,False,False,False,True,True,True,True,True,True
QFILE,False,False,True,False,False,False,False,False,False
QFILE,False,False,True,False,False,False,False,True,False
QFILE,False,False,True,False,False,False,True,False,False
QFILE,False,False,True,False,False,False,True,True,False
QFILE,False,False,True,False,False,True,False,False,False
QFILE,False,False,True,False,False,True,False,True,False
QFILE,False,False,True,False,False,True,True,False,False
QFILE,False,False,True,False,False,True,True,True,False
QFILE,False,False,True,False,True,False,False,False,False
QFILE,False,False,True,False,True,False,False,True,False
QFILE,False,False,True,False,True,False,True,False,False
QFILE,False,False,True,False,True,False,True,True,False
QFILE,False,False,True,False,True,True,False,False,False
QFILE,False,False,True,False,True,True,False,True,False
QFILE,False,False,True,False,True,True,True,False,False
QFILE,False,False,True,False,True,True,True,True,False
QFILE,False,False,True,True,False,False,False,False,True
QFILE,False,False,True,True,False,False,False,True,True
QFILE,False,False,True,True,False,False,True,False,True
QFILE,False,False,True,True,False,False,True,True,True
QFILE,False,False,True,True,False,True,False,False,True
QFILE,False,False,True,True,False,True,False,True,True
QFILE,False,False,True,True,False,True,True,False,True
QFILE,False,False,True,True,False,True,True,True,True
QFILE,False,False,True,True,True,False,False,False,True
QFILE,False,False,True,True,True,False,False,True,True
QFILE,False,False,True,True,True,False,True,False,True
QFILE,False,False,True,True,True,False,True,True,True
QFILE,False,False,True,True,True,True,False,False,True
QFILE,False,False,True,True,True,True,False,True,True
QFILE,False,False,True,True,True,True,True,False,True
QFILE,False,False,True,True,True,True,True,True,True
QFILE,False,True,False,False,False,False,False,False,True
QFILE,False,True,False,False,False,False,False,True,True
QFILE,False,True,False,False,False,False,True,False,True
QFILE,False,True,False,False,False,False,True,True,True
QFILE,False,True,False,False,False,True,False,False,True
QFILE,False,True,False,False,False,True,False,True,True
QFILE,False,True,False,False,False,True,True,False,True
QFILE,False,True,False,False,False,True,True,True,True
QFILE,False,True,False,False,True,False,False,False,True
QFILE,False,True,False,False,True,False,False,True,True
QFILE,False,True,False,False,True,False,True,False,True
QFILE,False,True,False,False,True,False,True,True,True
QFILE,False,True,False,False,True,True,False,False,True
QFILE,False,True,False,False,True,True,False,True,True
QFILE,False,True,False,False,True,True,True,False,True
QFILE,False,True,False,False,True,True,True,True,True
QFILE,False,True,False,True,False,False,False,False,True
QFILE,False,True,False,True,False,False,False,True,True
QFILE,False,True,False,True,False,False,True,False,True
QFILE,False,True,False,True,False,False,True,True,True
QFILE,False,True,False,True,False,True,False,False,True
QFILE,False,True,False,True,False,True,False,True,True
QFILE,False,True,False,True,False,True,True,False,True
QFILE,False,True,False,True,False,True,True,True,True
QFILE,False,True,False,True,True,False,False,False,True
QFILE,False,True,False,True,True,False,False,True,True
QFILE,False,True,False,True,True,False,True,False,True
QFILE,False,True,False,True,True,False,True,True,True
QFILE,False,True,False,True,True,True,False,False,True
QFILE,False,True,False,True,True,True,False,True,True
QFILE,False,True,False,True,True,True,True,False,True
QFILE,False,True,False,True,True,True,True,True,True
QFILE,False,True,True,False,False,False,False,False,False
QFILE,False,True,True,False,False,False,False,True,False
QFILE,False,True,True,False,False,False,True,False,False
QFILE,False,True,True,False,False,False,True,True,False
QFILE,False,True,True,False,False,True,False,False,False
QFILE,False,True,True,False,False,True,False,True,False
QFILE,False,True,True,False,False,True,True,False,False
QFILE,False,True,True,False,False,True,True,True,False
QFILE,False,True,True,False,True,False,False,False,False
QFILE,False,True,True,False,True,False,False,True,False
QFILE,False,True,True,False,True,False,True,False,False
QFILE,False,True,True,False,True,False,True,True,False
QFILE,False,True,True,False,True,True,False,False,False
QFILE,False,True,True,False,True,True,False,True,False
QFILE,False,True,True,False,True,True,True,False,False
QFILE,False,True,True,False,True,True,True,True,False
QFILE,False,True,True,True,False,False,False,False,True
QFILE,False,True,True,True,False,False,False,True,True
QFILE,False,True,True,True,False,False,True,False,True
QFILE,False,True,True,True,False,False,True,True,True
QFILE,False,True,True,True,False,True,False,False,True
QFILE,False,True,True,True,False,True,False,True,True
QFILE,False,True,True,True,False,True,True,False,True
QFILE,False,True,True,True,False,True,True,True,True
QFILE,False,True,True,True,True,False,False,False,True
QFILE,False,True,True,True,True,False,False,True,True
QFILE,False,True,True,True,True,False,True,False,True
QFILE,False,True,True,True,True,False,True,True,True
QFILE,False,True,True,True,True,True,False,False,True
QFILE,False,True,True,True,True,True,False,True,True
QFILE,False,True,True,True,True,True,True,False,True
QFILE,False,True,True,True,True,True,True,True,True
QFILE,True,False,False,False,False,False,False,False,False
QFILE,True,False,False,False,False,False,False,True,False
QFILE,True,False,False,False,False,False,True,False,False
QFILE,True,False,False,False,False,False,True,True,False
QFILE,True,False,False,False,False,True,False,False,False
QFILE,True,False,False,False,False,True,False,True,False
QFILE,True,False,False,False,False,True,True,False,False
QFILE,True,False,False,False,False,True,True,True,False
QFILE,True,False,False,False,True,False,False,False,False
QFILE,True,False,False,False,True,False,False,True,False
QFILE,True,False,False,False,True,False,True,False,False
QFILE,True,False,False,False,True,False,True,True,False
QFILE,True,False,False,False,True,True,False,False,False
QFILE,True,False,False,False,True,True,False,True,False
QFILE,True,False,False,False,True,True,True,False,False
QFILE,True,False,False,False,True,True,True,True,False
QFILE,True,False,False,True,False,False,False,False,False
QFILE,True,False,False,True,False,False,False,True,False
QFILE,True,False,False,True,False,False,True,False,False
QFILE,True,False,False,True,False,False,True,True,False
QFILE,True,False,False,True,False,True,False,False,False
QFILE,True,False,False,True,False,True,False,True,False
QFILE,True,False,False,True,False,True,True,False,False
QFILE,True,False,False,True,False,True,True,True,False
QFILE,True,False,False,True,True,False,False,False,False
QFILE,True,False,False,True,True,False,False,True,False
QFILE,True,False,False,True,True,False,True,False,False
QFILE,True,False,False,True,True,False,True,True,False
QFILE,True,False,False,True,True,True,False,False,False
QFILE,True,False,False,True,True,True,False,True,False
QFILE,True,False,False,True,True,True,True,False,False
QFILE,True,False,False,True,True,True,True,True,False
QFILE,True,False,True,False,False,False,False,False,False
QFILE,True,False,True,False,False,False,False,True,False
QFILE,True,False,True,False,False,False,True,False,False
QFILE,True,False,True,False,False,False,True,True,False
QFILE,True,False,True,False,False,True,False,False,False
QFILE,True,False,True,False,False,True,False,True,False
QFILE,True,False,True,False,False,True,True,False,False
QFILE,True,False,True,False,False,True,True,True,False
QFILE,True,False,True,False,True,False,False,False,False
QFILE,True,False,True,False,True,False,False,True,False
QFILE,True,False,True,False,True,False,True,False,False
QFILE,True,False,True,False,True,False,True,True,False
QFILE,True,False,True,False,True,True,False,False,False
QFILE,True,False,True,False,True,True,False,True,False
QFILE,True,False,True,False,True,True,True,False,False
QFILE,True,False,True,False,True,True,True,True,False
QFILE,True,False,True,True,False,False,False,False,False
QFILE,True,False,True,True,False,False,False,True,False
QFILE,True,False,True,True,False,False,True,False,False
QFILE,True,False,True,True,False,False,True,True,False
QFILE,True,False,True,True,False,True,False,False,False
QFILE,True,False,True,True,False,True,False,True,False
QFILE,True,False,True,True,False,True,True,False,False
QFILE,True,False,True,True,False,True,True,True,False
QFILE,True,False,True,True,True,False,False,False,False
QFILE,True,False,True,True,True,False,False,True,False
QFILE,True,False,True,True,True,False,True,False,False
QFILE,True,False,True,True,True,False,True,True,False
QFILE,True,False,True,True,True,True,False,False,False
QFILE,True,False,True,True,True,True,False,True,False
QFILE,True,False,True,True,True,True,True,False,False
QFILE,True,False,True,True,True,True,True,True,False
QFILE,True,True,False,False,False,False,False,False,False
QFILE,True,True,False,False,False,False,False,True,False
QFILE,True,True,False,False,False,False,True,False,False
QFILE,True,True,False,False,False,False,True,True,False
QFILE,True,True,False,False,False,True,False,False,False
QFILE,True,True,False,False,False,True,False,True,False
QFILE,True,True,False,False,False,True,True,False,False
QFILE,True,True,False,False,False,True,True,True,False
QFILE,True,True,False,False,True,False,False,False,False
QFILE,True,True,False,False,True,False,False,True,False
QFILE,True,True,False,False,True,False,True,False,False
QFILE,True,True,False,False,True,False,True,True,False
QFILE,True,True,False,False,True,True,False,False,False
QFILE,True,True,False,False,True,True,False,True,False
QFILE,True,True,False,False,True,True,True,False,False
QFILE,True,True,False,False,True,True,True,True,False
QFILE,True,True,False,True,False,False,False,False,False
QFILE,True,True,False,True,False,False,False,True,False
QFILE,True,True,False,True,False,False,True,False,False
QFILE,True,True,False,True,False,False,True,True,False
QFILE,True,True,False,True,False,True,False,False,False
QFILE,True,True,False,True,False,True,False,True,False
QFILE,True,True,False,True,False,True,True,False,False
QFILE,True,True,False,True,False,True,True,True,False
QFILE,True,True,False,True,True,False,False,False,False
QFILE,True,True,False,True,True,False,False,True,False
QFILE,True,True,False,True,True,False,True,False,False
QFILE,True,True,False,True,True,False,True,True,False
QFILE,True,True,False,True,True,True,False,False,False
QFILE,True,True,False,True,True,True,False,True,False
QFILE,True,True,False,True,True,True,True,False,False
QFILE,True,True,False,True,True,True,True,True,False
QFILE,True,True,True,False,False,False,False,False,False
QFILE,True,True,True,False,False,False,False,True,False
QFILE,True,True,True,False,False,False,True,False,False
QFILE,True,True,True,False,False,False,True,True,False
QFILE,True,True,True,False,False,True,False,False,False
QFILE,True,True,True,False,False,True,False,True,False
QFILE,True,True,True,False,False,True,True,False,False
QFILE,True,True,True,False,False,True,True,True,False
QFILE,True,True,True,False,True,False,False,False,False
QFILE,True,True,True,False,True,False,False,True,False
QFILE,True,True,True,False,True,False,True,False,False
QFILE,True,True,True,False,True,False,True,True,False
QFILE,True,True,True,False,True,True,False,False,False
QFILE,True,True,True,False,True,True,False,True,False
QFILE,True,True,True,False,True,True,True,False,False
QFILE,True,True,True,False,True,True,True,True,False
QFILE,True,True,True,True,False,False,False,False,False
QFILE,True,True,True,True,False,False,False,True,False
QFILE,True,True,True,True,False,False,True,False,False
QFILE,True,True,True,True,False,False,True,True,False
QFILE,True,True,True,True,False,True,False,False,False
QFILE,True,True,True,True,False,True,False,True,False
QFILE,True,True,True,True,False,True,True,False,False
QFILE,True,True,True,True,False,True,True,True,False
QFILE,True,True,True,True,True,False,False,False,False
QFILE,True,True,True,True,True,False,False,True,False
QFILE,True,True,True,True,True,False,True,False,False
QFILE,True,True,True,True,True,False,True,True,False
QFILE,True,True,True,True,True,True,False,False,False
QFILE,True,True,True,True,True,True,False,True,False
QFILE,True,True,True,True,True,True,True,False,False
QFILE,True,True,True,True,True,True,True,True,False
